,espn_id,position,cbs_id,fleaflicker_id,birthdate,mfl_id,merge_name,college,weight,stats_global_id,rotoworld_id,stats_id,yahoo_id,draft_round,draft_ovr,name,age,db_season,sportradar_id,gsis_id,rotowire_id,fantasy_data_id,cfbref_id,height,draft_year,draft_pick,sleeper_id,twitter_username,fantasypros_id,team,ktc_id,pfr_id,swish_id,pff_id,nfl_id
10,4360799.0,QB,2963373.0,,2000-05-02,16589,jordan travis,Florida State,200.0,0.0,,41037.0,41037.0,5.0,171.0,Jordan Travis,24.7,2024,b73bd8ba-a6bc-4731-9ef5-47b400a2713d,00-0039797,17809.0,,jordan-travis-1,73.0,2024.0,36.0,11567.0,,25377.0,NYJ,1560.0,TravJo00,1121075.0,,
11,,QB,3123935.0,,2000-02-15,16590,taulia tagovailoa,Maryland,200.0,0.0,,41559.0,,,,Taulia Tagovailoa,24.9,2024,ec7b8cf0-0bb9-11ef-bb45-99966e93bb71,,16999.0,,,71.0,2024.0,,12259.0,,23002.0,FA,,,,,
12,4361653.0,QB,2964337.0,,1999-09-10,16591,devin leary,Kentucky,216.0,0.0,,41069.0,41069.0,6.0,218.0,Devin Leary,25.4,2024,8e947d6d-f043-4e12-8a42-b7c30732cdeb,00-0039801,17911.0,,devin-leary-1,73.0,2024.0,42.0,11556.0,,24698.0,BAL,,LearDe00,1122502.0,,
13,2961162.0,QB,2961162.0,,1999-10-21,16592,jack plummer,Louisville,215.0,0.0,,41292.0,,,,Jack Plummer,25.3,2024,1897f020-070b-11ef-860e-85b981b3a108,00-0039501,17948.0,,,77.0,2024.0,,12009.0,,,CAR,,,1106854.0,,
14,4429096.0,RB,3169252.0,,2000-11-25,16593,blake corum,Michigan,210.0,0.0,,40962.0,40962.0,3.0,83.0,Blake Corum,24.2,2024,93ba1da2-3679-4ddc-9687-0802349f9ee2,00-0039738,17690.0,,blake-corum-1,68.0,2024.0,19.0,11586.0,,23013.0,LAR,1564.0,CoruBl00,1229540.0,,
15,4429275.0,RB,3176915.0,,2002-07-23,16594,trey benson,Florida State,223.0,0.0,,40958.0,40958.0,3.0,66.0,Trey Benson,22.5,2024,0c1253f2-1822-445d-8590-fea6fd32703f,00-0039921,17767.0,,trey-benson-2,73.0,2024.0,2.0,11589.0,,25388.0,ARI,1565.0,BensTr01,1248031.0,,
16,4569682.0,RB,26713577.0,,2003-09-06,16595,audric estime,Notre Dame,227.0,0.0,,41019.0,41019.0,5.0,147.0,Audric Estime,21.4,2024,3b86dd7c-0b21-448d-a662-5675e87fd0da,00-0039373,17788.0,,audric-estime-1,71.0,2024.0,12.0,11579.0,,23054.0,DEN,1566.0,EstiAu00,1321291.0,,
17,4685247.0,RB,26726580.0,,2004-01-20,16596,braelon allen,Wisconsin,235.0,0.0,,40981.0,40981.0,4.0,134.0,Braelon Allen,21.0,2024,d7f72deb-c1e2-47a2-b651-887f0e33dc44,00-0039794,17702.0,,braelon-allen-1,73.0,2024.0,34.0,11576.0,,24346.0,NYJ,1567.0,AlleBr05,1325231.0,,
18,4678008.0,RB,26730706.0,,2003-07-21,16597,jonathon brooks,Texas,207.0,0.0,,40926.0,40926.0,2.0,46.0,Jonathon Brooks,21.5,2024,5c842941-844b-4f6a-bce4-26b377146674,00-0039344,17747.0,,jonathon-brooks-1,72.0,2024.0,14.0,11583.0,,26148.0,CAR,1568.0,BrooJo02,1326601.0,,
19,4596448.0,RB,26693770.0,,2002-08-19,16598,bucky irving,Oregon,195.0,0.0,,40993.0,40993.0,4.0,125.0,Bucky Irving,22.4,2024,c5249c6f-bd1b-4352-8228-de2bd499ca0d,00-0039361,17784.0,,markeise-irving-1,70.0,2024.0,25.0,11584.0,,25981.0,TBB,1569.0,IrviBu00,1287923.0,,
20,4429805.0,RB,3172189.0,,2002-03-13,16599,frank gore,Southern Miss,195.0,0.0,,41243.0,41243.0,,,Frank Gore Jr.,22.9,2024,cd4c8e90-06f7-11ef-a3ab-0317e25dec4e,00-0039471,17853.0,,,68.0,2024.0,,11573.0,,25980.0,BUF,1570.0,,1233127.0,,
21,4391845.0,RB,28876935.0,,1999-09-08,16600,cody schrader,Missouri,214.0,0.0,,41193.0,41193.0,,,Cody Schrader,25.4,2024,70c949c0-057f-11ef-ae83-716cc96c95b8,00-0039703,17829.0,,,69.0,2024.0,,11644.0,,26216.0,LAR,,,1140248.0,,
22,4431545.0,RB,26699119.0,,2002-08-29,16601,will shipley,Clemson,209.0,0.0,,41002.0,41002.0,4.0,127.0,Will Shipley,22.4,2024,796e223d-e8d5-42ab-afb4-557fa6183357,00-0039746,17802.0,,will-shipley-1,71.0,2024.0,27.0,11577.0,,22930.0,PHI,1572.0,ShipWi00,1287636.0,,
23,,RB,3169578.0,,,16602,miyan williams,Ohio State,226.0,0.0,,,,,,Miyan Williams,,2024,,,17857.0,,,69.0,2024.0,,11578.0,,,FA,,,,,
24,4429501.0,RB,3123108.0,,1999-11-11,16603,ray davis,Kentucky,220.0,0.0,,40980.0,40980.0,4.0,128.0,Ray Davis,25.2,2024,a856dd59-ed95-471a-bfb9-fbd0566bd1a9,00-0039875,17792.0,,remahn-davis-1,68.0,2024.0,28.0,11575.0,,26191.0,BUF,1574.0,DaviRa04,1165229.0,,
25,4429023.0,RB,3162514.0,,2001-01-05,16604,marshawn lloyd,USC,220.0,0.0,,40971.0,40971.0,3.0,88.0,MarShawn Lloyd,24.1,2024,7b8967bc-a3a5-4aa4-bd1f-2846663ca831,00-0039811,17795.0,,marshawn-lloyd-1,69.0,2024.0,24.0,11581.0,,23118.0,GBP,1575.0,LloyMa00,1213414.0,,
26,4429001.0,RB,3162688.0,,2002-06-25,16605,jase mcclellan,Alabama,215.0,0.0,,41075.0,41075.0,6.0,186.0,Jase McClellan,22.6,2024,a23f5b88-d1a4-4321-8df9-425b9a1c1696,00-0039393,17039.0,,jase-mcclellan-1,71.0,2024.0,10.0,11590.0,,22894.0,ATL,1576.0,McClJa05,1213251.0,,
27,4429012.0,RB,3162977.0,,2002-02-10,16606,kendall milton,Georgia,230.0,0.0,,41377.0,,,,Kendall Milton,23.0,2024,d0dd8a70-072c-11ef-a49f-41e71daeb2e1,00-0039266,17970.0,,,73.0,2024.0,,11649.0,,22962.0,CIN,,,1213345.0,,
28,4432545.0,RB,3171876.0,,2002-01-31,16607,jabari small,Tennessee,198.0,0.0,,41661.0,41661.0,,,Jabari Small,23.0,2024,bd14f200-0c9d-11ef-b4ed-99c2e96904b1,00-0039652,17944.0,,,69.0,2024.0,,12356.0,,24369.0,TEN,,,1232898.0,,
29,4429835.0,RB,3131661.0,,1999-12-16,16608,george holani,Boise State,210.0,0.0,,41344.0,41344.0,,,George Holani,25.1,2024,971a3930-0724-11ef-a47d-6f7fe8c7bc97,00-0039299,17968.0,,,71.0,2024.0,,12048.0,,22915.0,SEA,,,1180625.0,,
30,4689338.0,RB,3171023.0,,2001-06-15,16609,dillon johnson,Washington,218.0,0.0,,41256.0,41256.0,,,Dillon Johnson,23.6,2024,afad59f0-0701-11ef-b0ca-3d2ccff3ed8f,00-0039647,17680.0,,,72.0,2024.0,,11580.0,,26226.0,FA,,,1231663.0,,
31,4682745.0,RB,26698774.0,,2003-04-01,16610,jaylen wright,Tennessee,210.0,0.0,,41010.0,41010.0,4.0,120.0,Jaylen Wright,21.8,2024,ba9e1390-028b-47c9-8710-84cee3fa25de,00-0039874,17800.0,,jaylen-wright-1,70.0,2024.0,20.0,11643.0,,25987.0,MIA,1581.0,WrigJa04,1286513.0,,
32,4565761.0,RB,3164304.0,,2001-11-28,16611,emani bailey,TCU,202.0,0.0,,41271.0,41271.0,,,Emani Bailey,23.2,2024,dc1edb70-0707-11ef-a3d0-77ba0287fd10,00-0039311,17969.0,,,67.0,2024.0,,11998.0,,26330.0,CAR,,,1222147.0,,
33,4714365.0,RB,26698435.0,,2002-10-21,16612,carson steele,UCLA,228.0,0.0,,41464.0,41464.0,,,Carson Steele,22.3,2024,56312980-07cc-11ef-ae1a-ef16ff05bbda,00-0039325,17909.0,,,72.0,2024.0,,11582.0,,26372.0,KCC,1583.0,,1319219.0,,
34,4366963.0,RB,2964322.0,,1999-12-14,16613,dylan laube,New Hampshire,206.0,0.0,,41054.0,41054.0,6.0,208.0,Dylan Laube,25.1,2024,de5b56bd-33f0-48bc-b1e3-9523bd6bba64,00-0039407,17818.0,,,70.0,2024.0,32.0,11574.0,,26194.0,LVR,1584.0,LaubDy00,1122182.0,,
35,4432708.0,WR,26701883.0,,2002-08-11,16614,marvin harrison,Ohio State,205.0,0.0,,40893.0,40893.0,1.0,4.0,Marvin Harrison Jr.,22.5,2024,e8da21a8-796d-48a2-b644-57d08983ae01,00-0039849,17674.0,,marvin-harrison-jr-1,76.0,2024.0,4.0,11628.0,,23064.0,ARI,1585.0,HarrMa09,1287828.0,,
36,4595348.0,WR,26697761.0,,2003-07-28,16615,malik nabers,LSU,200.0,0.0,,40899.0,40899.0,1.0,6.0,Malik Nabers,21.5,2024,55ef2022-50c2-465b-839e-c0f4c9e7c55c,00-0039337,17704.0,,malik-nabers-1,72.0,2024.0,6.0,11632.0,,25409.0,NYG,1586.0,NabeMa00,1286059.0,,
37,4431299.0,WR,3162979.0,,2002-06-03,16616,rome odunze,Washington,215.0,0.0,,40901.0,40901.0,1.0,9.0,Rome Odunze,22.6,2024,f64694e0-0381-11ef-973d-5176a0ecbee4,00-0039919,17020.0,,rome-odunze-1,75.0,2024.0,9.0,11620.0,,25411.0,CHI,1587.0,OdunRo00,1213727.0,,
38,4635008.0,WR,26717289.0,,2003-05-17,16617,keon coleman,Florida State,215.0,0.0,,40911.0,40911.0,2.0,33.0,Keon Coleman,21.7,2024,6752915f-efe5-473d-a520-78cadfab6dda,00-0039901,17732.0,,keon-coleman-1,76.0,2024.0,1.0,11637.0,,26019.0,BUF,1588.0,ColeKe02,1322431.0,,
39,4432773.0,WR,3132164.0,,2002-10-08,16618,brian thomas,LSU,209.0,0.0,,40883.0,40883.0,1.0,23.0,Brian Thomas Jr.,22.3,2024,271a233e-68b3-4261-a3aa-7667eaf9d3cc,00-0039893,17716.0,,brian-thomas-jr-1,74.0,2024.0,23.0,11631.0,,23000.0,JAC,1589.0,ThomBr06,1286064.0,,
40,4431280.0,WR,26693436.0,,2003-02-06,16619,troy franklin,Oregon,180.0,0.0,,41009.0,41009.0,4.0,102.0,Troy Franklin,22.0,2024,765dffd8-8112-4078-86a1-924ccebf1069,00-0039868,17719.0,,troy-franklin-2,75.0,2024.0,2.0,11627.0,,23092.0,DEN,1590.0,FranTr00,1286176.0,,
41,4683062.0,WR,26730787.0,,2003-04-27,16620,xavier worthy,Texas,165.0,0.0,,40877.0,40877.0,1.0,28.0,Xavier Worthy,21.7,2024,52e049b1-0a7a-4e7f-9866-d2848e9cc478,00-0039894,17687.0,,xavier-worthy-1,71.0,2024.0,28.0,11624.0,,23019.0,KCC,1591.0,WortXa00,1326638.0,,
42,4696882.0,WR,26702084.0,,2001-06-19,16621,devontez walker,North Carolina,198.0,0.0,,40991.0,40991.0,4.0,113.0,Devontez Walker,23.6,2024,b5d1ed29-c72a-45ff-ae60-337e13728b2f,00-0039792,17728.0,,devontez-walker-1,73.0,2024.0,13.0,11629.0,,26011.0,BAL,1592.0,WalkDe01,1277914.0,,
43,4428209.0,WR,3122949.0,,2000-09-09,16622,ricky pearsall,Florida,192.0,0.0,,40892.0,40892.0,1.0,31.0,Ricky Pearsall,24.4,2024,aca4c1b8-915f-4295-92e4-05b51feee6b1,00-0039916,17761.0,,ricky-pearsall-1,75.0,2024.0,31.0,11638.0,,26214.0,SFO,1593.0,PearRi00,1161416.0,,
44,4686781.0,WR,3166803.0,,2002-03-18,16623,brenden rice,USC,210.0,0.0,,41098.0,41098.0,7.0,225.0,Brenden Rice,22.9,2024,5c33558d-02fb-4c99-88d3-37083472c19f,00-0039415,17756.0,,brenden-rice-1,75.0,2024.0,5.0,11621.0,,26213.0,LAC,1594.0,RiceBr00,1225999.0,,
45,4428678.0,WR,3127827.0,,2000-12-19,16624,jamari thrash,Louisville,190.0,0.0,,41016.0,41016.0,5.0,156.0,Jamari Thrash,24.1,2024,1472d4aa-ffbf-4683-aa91-86bc4795b34e,00-0039379,17686.0,,jamari-thrash-1,72.0,2024.0,21.0,11633.0,,26162.0,CLE,1595.0,ThraJa01,1178628.0,,
46,4686104.0,WR,3163268.0,,2001-04-03,16625,johnny wilson,Florida State,228.0,0.0,,41089.0,41089.0,6.0,185.0,Johnny Wilson,23.8,2024,e8d389b5-56c8-4276-9983-0dbcc1663507,00-0039236,17011.0,,johnny-wilson-3,78.0,2024.0,9.0,11636.0,,25295.0,PHI,1596.0,WilsJo03,1213486.0,,
47,4597500.0,WR,26701928.0,,2002-10-08,16626,adonai mitchell,Texas,205.0,0.0,,40915.0,40915.0,2.0,52.0,Adonai Mitchell,22.3,2024,190dbc97-2b7c-4023-b6b0-5729b854b60b,00-0039890,17668.0,,adonai-mitchell-1,74.0,2024.0,20.0,11625.0,,24357.0,IND,1597.0,MitcAd00,1285908.0,,
48,4612826.0,WR,3163962.0,,2001-11-01,16627,ladd mcconkey,Georgia,185.0,0.0,,40908.0,40908.0,2.0,34.0,Ladd McConkey,23.2,2024,473bc7e5-c393-4f21-9e49-3ffc16711238,00-0039915,17724.0,,ladd-mcconkey-1,72.0,2024.0,2.0,11635.0,,26122.0,LAC,1598.0,McCoLa00,1218643.0,,
49,4430834.0,WR,3162347.0,,2001-12-07,16628,jalen mcmillan,Washington,192.0,0.0,,40954.0,40954.0,3.0,92.0,Jalen McMillan,23.1,2024,c2b25795-8c63-425a-8790-f6d626dbf0d3,00-0039855,17763.0,,jalen-mcmillan-1,73.0,2024.0,28.0,11618.0,,23179.0,TBB,1599.0,McMiJa01,1213726.0,,
50,4431492.0,WR,3169495.0,,2001-06-19,16629,roman wilson,Michigan,186.0,0.0,,40952.0,40952.0,3.0,84.0,Roman Wilson,23.6,2024,43563ab6-46b9-44d3-aaf2-bc1eb4d1f8d1,00-0039739,17043.0,,roman-wilson-1,70.0,2024.0,20.0,11630.0,,26160.0,PIT,1600.0,WilsRo02,1229669.0,,
51,4569371.0,WR,3126581.0,,2001-01-29,16630,isaiah williams,Illinois,185.0,0.0,,41421.0,41421.0,,,Isaiah Williams,24.0,2024,2ddb2f40-07bc-11ef-82d9-5f86367458d3,00-0039451,17977.0,,,70.0,2024.0,,11608.0,,26379.0,CIN,,,1176432.0,,
52,4430637.0,WR,3162664.0,,2002-04-11,16631,jalynn polk,Washington,203.0,0.0,,40914.0,40914.0,2.0,37.0,Ja'Lynn Polk,22.8,2024,446ecdc5-470d-4cb6-9a77-b54c108e3d3a,00-0039907,17684.0,,jalynn-polk-1,73.0,2024.0,5.0,11619.0,,26205.0,NEP,1602.0,PolkJa00,1213881.0,,
53,4429033.0,WR,3163951.0,,2001-06-28,16632,jermaine burton,Alabama,204.0,0.0,,40974.0,40974.0,3.0,80.0,Jermaine Burton,23.6,2024,dc363b05-4551-4cb0-9bfc-ba462cb1cd5b,00-0039810,17738.0,,jermaine-burton-1,72.0,2024.0,16.0,11640.0,,22956.0,CIN,1603.0,BurtJe01,1218631.0,,
54,4569382.0,WR,3122843.0,,2000-10-01,16633,jordan whittington,Texas,202.0,0.0,,41083.0,41083.0,6.0,213.0,Jordan Whittington,24.3,2024,7cc58a3b-157a-4f43-a7de-5bc403f9ce6b,00-0039751,17688.0,,jordan-whittington-2,73.0,2024.0,37.0,11623.0,,23135.0,LAR,1604.0,WhitJo04,1163273.0,,
55,4428811.0,WR,3131562.0,,2000-10-12,16634,xavier weaver,Colorado,180.0,0.0,,,41202.0,,,Xavier Weaver,24.3,2024,ffd59710-0582-11ef-823c-c3942ac17525,00-0039521,18041.0,,,73.0,2024.0,,11921.0,,23957.0,ARI,,,1180538.0,,
56,4426948.0,WR,3121502.0,,2001-04-02,16635,luke mccaffrey,Rice,198.0,0.0,,40964.0,40964.0,3.0,100.0,Luke McCaffrey,23.8,2024,5cfd82f8-9e73-48d7-914e-9051ff52d67d,00-0039355,17820.0,,luke-mccaffrey-1,74.0,2024.0,36.0,11650.0,,26328.0,WAS,1606.0,McCaLu00,1164846.0,,
57,4613104.0,WR,3162613.0,,2002-03-21,16636,malachi corley,Western Kentucky,215.0,0.0,,40944.0,40944.0,3.0,65.0,Malachi Corley,22.8,2024,bae59933-8b94-4837-990e-f0a4ced3cdbb,00-0039920,17777.0,,malachi-corley-1,71.0,2024.0,1.0,11617.0,,26023.0,NYJ,1607.0,CorlMa00,1215291.0,,
58,4692022.0,WR,3170860.0,,2002-02-18,16637,javon baker,UCF,202.0,0.0,,40982.0,40982.0,4.0,110.0,Javon Baker,22.9,2024,901992cc-f4b7-45e8-800e-c2dce6ae5199,00-0039853,17787.0,,javon-baker-1,73.0,2024.0,10.0,11645.0,,22885.0,NEP,1608.0,BakeJa00,1231136.0,,
59,,WR,,,,16638,zakhari franklin,Mississippi,,0.0,,,,,,Zakhari Franklin,,2024,,,17006.0,,,,2024.0,,,,,FA,,,,,
60,4430034.0,WR,3131575.0,,2001-01-29,16639,xavier legette,South Carolina,227.0,0.0,,40890.0,40890.0,1.0,32.0,Xavier Legette,24.0,2024,0bb0c37c-e76b-4529-92b0-b026be4f7d6c,00-0039342,17734.0,,xavier-legette-1,75.0,2024.0,32.0,11626.0,,26136.0,CAR,1610.0,LegeXa00,1180321.0,,
61,4575665.0,WR,3133200.0,,2001-02-04,16640,jacob cowing,Arizona,171.0,0.0,,40996.0,40996.0,4.0,135.0,Jacob Cowing,24.0,2024,9c145f4f-c9b1-4c2c-b011-8dc40167d0f1,00-0039365,17008.0,,jacob-cowing-1,69.0,2024.0,35.0,11616.0,,25289.0,SFO,1611.0,CowiJa00,1181861.0,,
62,4432665.0,TE,26693971.0,,2002-12-13,16641,brock bowers,Georgia,230.0,0.0,,40878.0,40878.0,1.0,13.0,Brock Bowers,22.1,2024,ad9fc7e3-0a6d-4e41-84c2-cf43b71aee13,00-0039338,17693.0,,brock-bowers-1,76.0,2024.0,13.0,11604.0,,22955.0,LVR,1612.0,BoweBr01,1285917.0,,
63,4426496.0,TE,3125978.0,,2000-06-12,16642,cade stover,Ohio State,251.0,0.0,,40987.0,40987.0,4.0,123.0,Cade Stover,24.6,2024,559d5222-0403-4a14-94c7-c7bd5072c939,00-0039359,17794.0,,cade-stover-1,76.0,2024.0,23.0,11599.0,,25269.0,HOU,1613.0,StovCa00,1175182.0,,
64,4431588.0,TE,26731381.0,,2003-03-27,16643,jatavion sanders,Texas,252.0,0.0,,40995.0,40995.0,4.0,101.0,Ja'Tavion Sanders,21.8,2024,ffd2ff3f-4b56-4232-be8e-bf163c29f406,00-0039356,17748.0,,jatavion-sanders-1,76.0,2024.0,1.0,11600.0,,24334.0,CAR,1614.0,SandJa01,1326628.0,,
65,4690923.0,TE,3168647.0,,2002-06-14,16644,ben sinnott,Kansas State,247.0,0.0,,40931.0,40931.0,2.0,53.0,Ben Sinnott,22.6,2024,b5c717af-9116-483c-9ab3-c9db0a988ab8,00-0039912,17833.0,,ben-sinnott-1,76.0,2024.0,21.0,11596.0,,26310.0,WAS,1615.0,SinnBe00,1228920.0,,
66,4427834.0,TE,3121555.0,,2000-09-13,16645,erick all,Iowa,255.0,0.0,,40989.0,40989.0,4.0,115.0,Erick All,24.4,2024,5523779b-db60-4158-b232-8391bc7db65b,00-0039814,17696.0,,erick-all-1,77.0,2024.0,15.0,11592.0,,23837.0,CIN,1616.0,AllxEr00,1164533.0,,
67,4429262.0,TE,3169583.0,,2001-06-14,16646,jaheim bell,Florida State,241.0,0.0,,41106.0,41106.0,7.0,231.0,Jaheim Bell,23.6,2024,c9b2f6f5-b8bc-48ca-ac33-fa18883c2f6b,00-0039420,17848.0,,jaheim-bell-1,74.0,2024.0,11.0,11605.0,,24747.0,NEP,,BellJa00,1229765.0,,
68,4360967.0,TE,2961760.0,,1999-12-27,16647,brevyn spann-ford,Minnesota,270.0,0.0,,41371.0,41371.0,,,Brevyn Spann-Ford,25.1,2024,efc8d800-072b-11ef-892f-5b772aae3c25,00-0039530,17908.0,,,79.0,2024.0,,11593.0,,26003.0,DAL,,,1108202.0,,
69,4430723.0,TE,3123819.0,,2000-11-02,16648,jared wiley,TCU,249.0,0.0,,40978.0,40978.0,4.0,131.0,Jared Wiley,24.2,2024,a952a370-a43f-45ec-8371-0665f0b9551e,00-0039824,17894.0,,jared-wiley-1,78.0,2024.0,31.0,11595.0,,26343.0,KCC,1619.0,WileJa00,1163272.0,,
70,4429148.0,TE,3162129.0,,2001-02-26,16649,theo johnson,Penn State,264.0,0.0,,41003.0,41003.0,4.0,107.0,Theo Johnson,23.9,2024,a5d4bb1d-c130-47c2-808a-2dd1f85005fb,00-0039847,17021.0,,theo-johnson-1,78.0,2024.0,7.0,11597.0,,23104.0,NYG,1620.0,JohnTh00,1214414.0,,
71,4565190.0,DE,26727428.0,,2003-02-02,16650,dallas turner,Alabama,250.0,0.0,,40904.0,,1.0,17.0,Dallas Turner,22.0,2024,1455441c-7e0e-484e-8e8a-5c7606b59709,00-0039924,17710.0,,dallas-turner-1,75.0,2024.0,17.0,11667.0,,26097.0,MIN,,TurnDa01,1325457.0,,
72,4426473.0,DE,3122850.0,,2000-12-31,16651,laiatu latu,UCLA,265.0,0.0,,40882.0,,1.0,15.0,Laiatu Latu,24.1,2024,234d2423-bb97-4dfe-9a56-7c14b276720c,00-0039340,17714.0,,laiatu-latu-1,77.0,2024.0,15.0,11669.0,,26096.0,IND,,LatuLa00,1162124.0,,
73,4428713.0,DE,3123781.0,,2001-02-26,16652,bralen trice,Washington,245.0,0.0,,40955.0,,3.0,74.0,Bralen Trice,23.9,2024,1c5dddf1-b744-4019-b57b-4fc8a3798dee,00-0039837,17676.0,,bralen-trice-1,75.0,2024.0,10.0,11721.0,,25241.0,ATL,,TricBr00,1162131.0,,
74,4578085.0,DE,3138203.0,,2000-11-04,16653,jared verse,Florida State,260.0,0.0,,40894.0,,1.0,19.0,Jared Verse,24.2,2024,6c0c2ab2-8333-4eb0-adb5-d8e0095d50ec,00-0039852,17711.0,,jared-verse-1,76.0,2024.0,19.0,11665.0,,25234.0,LAR,,VersJa00,1184566.0,,
75,4687592.0,DE,26697280.0,,2003-04-03,16654,jonah elliss,Utah,246.0,0.0,,40940.0,,3.0,76.0,Jonah Elliss,21.8,2024,c33c2e37-fc99-4ab3-b609-d588c9141e9a,00-0039809,17730.0,,jonah-elliss-1,74.0,2024.0,12.0,11714.0,,,DEN,,ElliJo03,1286276.0,,
76,4431586.0,DE,26693938.0,,2003-01-02,16655,chop robinson,Penn State,254.0,0.0,,40879.0,,1.0,21.0,Chop Robinson,22.1,2024,9838dba3-f510-494b-b3ad-8639f792d182,00-0039911,17742.0,,demeioun-robinson-1,75.0,2024.0,21.0,11663.0,,26105.0,MIA,,RobiCh00,1317250.0,,
77,4428989.0,DE,3161819.0,,2001-10-25,16656,chris braswell,Alabama,255.0,0.0,,40924.0,,2.0,57.0,Chris Braswell,23.2,2024,5bd59487-cd06-4286-bc62-17cae182abf9,00-0039902,17718.0,,chris-braswell-1,75.0,2024.0,25.0,11679.0,,26193.0,TBB,,BrasCh01,1213246.0,,
78,4427090.0,DT,3127467.0,,2001-03-22,16657,brandon dorlus,Oregon,295.0,0.0,,40994.0,,4.0,109.0,Brandon Dorlus,23.8,2024,46ed0b03-015e-4d22-a034-4eeb242aa6a7,00-0039859,17743.0,,brandon-dorlus-1,75.0,2024.0,9.0,11740.0,,26184.0,ATL,,DorlBr00,1177856.0,,
79,4360304.0,DE,2965740.0,,1999-12-20,16658,xavier thomas,Clemson,244.0,0.0,,41013.0,,5.0,138.0,Xavier Thomas,25.1,2024,086c1e2b-7551-4b55-9de5-1e98083c54ac,00-0039367,17959.0,,xavier-thomas-1,74.0,2024.0,3.0,11767.0,,,ARI,,ThomXa01,1110707.0,,
